threshold,accuracy,precision,recall,specificity,f1,tp,tn,fp,fn,fold
0.6999999999999996,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.7099999999999996,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.7199999999999996,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.7299999999999996,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.7399999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.7499999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.7599999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.7699999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.7799999999999997,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.7899999999999996,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.7999999999999996,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.8099999999999996,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.8199999999999996,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.8299999999999996,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.8399999999999996,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.8499999999999996,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.8599999999999995,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.8699999999999996,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.8799999999999996,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.8899999999999996,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.8999999999999996,0.6470588235294118,0.0,0.0,1.0,0.0,0,11,0,6,fold_0
0.1,0.35294117647058826,0.35294117647058826,1.0,0.0,0.5217391304347826,6,0,11,0,fold_1
0.11,0.35294117647058826,0.35294117647058826,1.0,0.0,0.5217391304347826,6,0,11,0,fold_1
0.12,0.35294117647058826,0.35294117647058826,1.0,0.0,0.5217391304347826,6,0,11,0,fold_1
0.13,0.35294117647058826,0.35294117647058826,1.0,0.0,0.5217391304347826,6,0,11,0,fold_1
0.13999999999999999,0.35294117647058826,0.35294117647058826,1.0,0.0,0.5217391304347826,6,0,11,0,fold_1
0.14999999999999997,0.35294117647058826,0.35294117647058826,1.0,0.0,0.5217391304347826,6,0,11,0,fold_1
0.15999999999999998,0.35294117647058826,0.35294117647058826,1.0,0.0,0.5217391304347826,6,0,11,0,fold_1
0.16999999999999998,0.35294117647058826,0.35294117647058826,1.0,0.0,0.5217391304347826,6,0,11,0,fold_1
0.17999999999999997,0.35294117647058826,0.35294117647058826,1.0,0.0,0.5217391304347826,6,0,11,0,fold_1
