feature,display_name,group,mean_abs_shap,std_abs_shap
cnn_emb_425,cnn_emb_425,CNN Embedding,2.655956922046423e-05,4.633497465863545e-05
cnn_emb_1162,cnn_emb_1162,CNN Embedding,2.654498021407061e-05,5.3089960428141225e-05
cnn_emb_1449,cnn_emb_1449,CNN Embedding,2.6376570799229876e-05,5.275314159845975e-05
cnn_emb_651,cnn_emb_651,CNN Embedding,2.5612958012939386e-05,5.122591602587877e-05
cnn_emb_1650,cnn_emb_1650,CNN Embedding,2.448606154909226e-05,4.897212309818452e-05
cnn_emb_334,cnn_emb_334,CNN Embedding,2.4447490684272912e-05,4.8894981368545824e-05
cnn_emb_1621,cnn_emb_1621,CNN Embedding,2.4277403201527926e-05,4.8554806403055845e-05
cnn_emb_1875,cnn_emb_1875,CNN Embedding,2.386594208610609e-05,4.773188417221218e-05
cnn_emb_424,cnn_emb_424,CNN Embedding,2.3845723933105024e-05,4.769144786621005e-05
cnn_emb_1279,cnn_emb_1279,CNN Embedding,2.35295310988712e-05,4.70590621977424e-05
cnn_emb_587,cnn_emb_587,CNN Embedding,2.3272988229667728e-05,4.6545976459335456e-05
cnn_emb_195,cnn_emb_195,CNN Embedding,2.2728444543666807e-05,4.5456889087333615e-05
cnn_emb_6,cnn_emb_6,CNN Embedding,2.265538408165461e-05,3.3211441364830674e-05
cnn_emb_323,cnn_emb_323,CNN Embedding,2.2071434663628637e-05,4.414286932725727e-05
cnn_emb_288,cnn_emb_288,CNN Embedding,2.2000580845199967e-05,4.4001161690399935e-05
cnn_emb_56,cnn_emb_56,CNN Embedding,2.189523510014436e-05,2.8604185538252e-05
cnn_emb_331,cnn_emb_331,CNN Embedding,2.1796721555522145e-05,4.359344311104429e-05
cnn_emb_1711,cnn_emb_1711,CNN Embedding,2.0910887767946688e-05,4.1821775535893376e-05
cnn_emb_75,cnn_emb_75,CNN Embedding,2.0658865416615863e-05,4.1317730833231726e-05
cnn_emb_838,cnn_emb_838,CNN Embedding,2.056315806627382e-05,4.1126316132547636e-05
cnn_emb_65,cnn_emb_65,CNN Embedding,2.0265580312074453e-05,4.0531160624148905e-05
cnn_emb_1610,cnn_emb_1610,CNN Embedding,2.017569364635612e-05,4.035138729271224e-05
cnn_emb_228,cnn_emb_228,CNN Embedding,1.996650615813411e-05,3.993301231626822e-05
cnn_emb_375,cnn_emb_375,CNN Embedding,1.987799548450906e-05,3.975599096901812e-05
cnn_emb_1236,cnn_emb_1236,CNN Embedding,1.9366994830286272e-05,3.873398966057255e-05
cnn_emb_488,cnn_emb_488,CNN Embedding,1.9177970048071444e-05,3.835594009614288e-05
cnn_emb_2000,cnn_emb_2000,CNN Embedding,1.9004274201991648e-05,3.8008548403983296e-05
cnn_emb_1408,cnn_emb_1408,CNN Embedding,1.889218238004205e-05,3.77843647600841e-05
cnn_emb_321,cnn_emb_321,CNN Embedding,1.8844684611397677e-05,3.7689369222795355e-05
cnn_emb_343,cnn_emb_343,CNN Embedding,1.8311812803508094e-05,3.6623625607016195e-05
cnn_emb_905,cnn_emb_905,CNN Embedding,1.7507067853422083e-05,3.5014135706844166e-05
cnn_emb_206,cnn_emb_206,CNN Embedding,1.7406098390077826e-05,3.481219678015565e-05
cnn_emb_1851,cnn_emb_1851,CNN Embedding,1.6775050424285767e-05,3.3550100848571534e-05
cnn_emb_1755,cnn_emb_1755,CNN Embedding,1.6773810715547944e-05,3.354762143109589e-05
cnn_emb_1777,cnn_emb_1777,CNN Embedding,1.6665677350699412e-05,3.3331354701398824e-05
cnn_emb_1172,cnn_emb_1172,CNN Embedding,1.6563441074378597e-05,3.31268821487572e-05
cnn_emb_1038,cnn_emb_1038,CNN Embedding,1.5957657128736662e-05,3.1915314257473324e-05
cnn_emb_1464,cnn_emb_1464,CNN Embedding,1.555476860436523e-05,3.110953720873046e-05
cnn_emb_793,cnn_emb_793,CNN Embedding,1.5242433203955261e-05,3.048486640791052e-05
cnn_emb_1,cnn_emb_1,CNN Embedding,1.4784935794198055e-05,2.955636054878061e-05
cnn_emb_182,cnn_emb_182,CNN Embedding,1.4570468303340696e-05,2.914093660668139e-05
cnn_emb_1017,cnn_emb_1017,CNN Embedding,1.4411405450485046e-05,2.8822810900970093e-05
cnn_emb_8,cnn_emb_8,CNN Embedding,1.4395030554358726e-05,2.8790061108717455e-05
cnn_emb_293,cnn_emb_293,CNN Embedding,1.3811301797883509e-05,2.7622603595767017e-05
cnn_emb_1934,cnn_emb_1934,CNN Embedding,1.3547241504066915e-05,2.709448300813383e-05
cnn_emb_31,cnn_emb_31,CNN Embedding,1.351835152078113e-05,2.703670304156226e-05
cnn_emb_621,cnn_emb_621,CNN Embedding,1.3400596095032422e-05,2.680119219006484e-05
cnn_emb_837,cnn_emb_837,CNN Embedding,1.2958085095978919e-05,2.591617019195784e-05
cnn_emb_1493,cnn_emb_1493,CNN Embedding,1.2796987723810498e-05,2.5593975447620996e-05
cnn_emb_215,cnn_emb_215,CNN Embedding,1.2599665623729336e-05,2.5199331247458676e-05
cnn_emb_1736,cnn_emb_1736,CNN Embedding,1.2496651729805474e-05,2.4993303459610945e-05
cnn_emb_1606,cnn_emb_1606,CNN Embedding,1.2426083402968894e-05,2.4852166805937788e-05
cnn_emb_869,cnn_emb_869,CNN Embedding,1.238386901637302e-05,1.6207091432921766e-05
cnn_emb_592,cnn_emb_592,CNN Embedding,1.2293068471787858e-05,2.4586136943575716e-05
cnn_emb_538,cnn_emb_538,CNN Embedding,1.2260658450096896e-05,2.452131690019379e-05
cnn_emb_253,cnn_emb_253,CNN Embedding,1.2250152748403047e-05,2.4500305496806094e-05
cnn_emb_1191,cnn_emb_1191,CNN Embedding,1.2093281972138024e-05,2.418656394427605e-05
cnn_emb_229,cnn_emb_229,CNN Embedding,1.2023982382381023e-05,2.4047964764762046e-05
cnn_emb_330,cnn_emb_330,CNN Embedding,1.1969889708920053e-05,2.3939779417840106e-05
cnn_emb_491,cnn_emb_491,CNN Embedding,1.1793106974199488e-05,2.3586213948398973e-05
cnn_emb_297,cnn_emb_297,CNN Embedding,1.1529677496299588e-05,2.3059354992599177e-05
cnn_emb_357,cnn_emb_357,CNN Embedding,1.1469740690429307e-05,2.2939481380858615e-05
cnn_emb_518,cnn_emb_518,CNN Embedding,1.1406727328572208e-05,2.2813454657144415e-05
cnn_emb_91,cnn_emb_91,CNN Embedding,1.1299311287777408e-05,2.259862257555482e-05
cnn_emb_431,cnn_emb_431,CNN Embedding,1.1175053431192009e-05,2.2350106862384018e-05
cnn_emb_982,cnn_emb_982,CNN Embedding,1.1166049102334115e-05,2.233209820466823e-05
cnn_emb_109,cnn_emb_109,CNN Embedding,1.1142397768841497e-05,2.2284795537682993e-05
cnn_emb_160,cnn_emb_160,CNN Embedding,1.1104435368010487e-05,2.2208870736020973e-05
cnn_emb_893,cnn_emb_893,CNN Embedding,1.1061314995221204e-05,2.2122629990442408e-05
cnn_emb_806,cnn_emb_806,CNN Embedding,1.0927704565394011e-05,2.1855409130788022e-05
cnn_emb_83,cnn_emb_83,CNN Embedding,1.0905125211699648e-05,2.1810250423399295e-05
cnn_emb_28,cnn_emb_28,CNN Embedding,1.0815144461530827e-05,2.1630288923061655e-05
cnn_emb_1475,cnn_emb_1475,CNN Embedding,1.0761600104093672e-05,2.1523200208187347e-05
cnn_emb_370,cnn_emb_370,CNN Embedding,1.0534162394417376e-05,2.1068324788834755e-05
cnn_emb_981,cnn_emb_981,CNN Embedding,1.0349064435724535e-05,2.069812887144907e-05
cnn_emb_1285,cnn_emb_1285,CNN Embedding,1.0281570654537393e-05,2.0563141309074786e-05
cnn_emb_24,cnn_emb_24,CNN Embedding,1.011842709932257e-05,2.023685419864514e-05
cnn_emb_768,cnn_emb_768,CNN Embedding,1.0111022216707913e-05,2.0222044433415827e-05
cnn_emb_896,cnn_emb_896,CNN Embedding,9.869859290348042e-06,1.973971858069608e-05
cnn_emb_283,cnn_emb_283,CNN Embedding,9.722154507971536e-06,1.9444309015943072e-05
cnn_emb_1519,cnn_emb_1519,CNN Embedding,9.683934154012006e-06,1.9367868308024013e-05
cnn_emb_67,cnn_emb_67,CNN Embedding,9.638082193271356e-06,1.9276164386542715e-05
cnn_emb_646,cnn_emb_646,CNN Embedding,8.988309914227345e-06,1.797661982845469e-05
cnn_emb_1058,cnn_emb_1058,CNN Embedding,8.950803014446053e-06,1.7901606028892105e-05
cnn_emb_907,cnn_emb_907,CNN Embedding,8.92376116612612e-06,1.784752233225224e-05
cnn_emb_332,cnn_emb_332,CNN Embedding,8.887933048418365e-06,1.777586609683673e-05
cnn_emb_1202,cnn_emb_1202,CNN Embedding,8.691727445543222e-06,1.738345489108644e-05
cnn_emb_572,cnn_emb_572,CNN Embedding,8.377821137130659e-06,1.6755642274261317e-05
cnn_emb_346,cnn_emb_346,CNN Embedding,8.370593948366296e-06,1.674118789673259e-05
cnn_emb_298,cnn_emb_298,CNN Embedding,8.341240831602392e-06,1.6682481663204785e-05
cnn_emb_26,cnn_emb_26,CNN Embedding,8.335332109839162e-06,1.6670664219678325e-05
cnn_emb_140,cnn_emb_140,CNN Embedding,8.17692428243068e-06,1.635384856486136e-05
cnn_emb_222,cnn_emb_222,CNN Embedding,8.132067230430208e-06,1.6264134460860417e-05
cnn_emb_1438,cnn_emb_1438,CNN Embedding,8.072338314130408e-06,1.6144676628260816e-05
cnn_emb_1901,cnn_emb_1901,CNN Embedding,8.054215139988059e-06,1.6108430279976117e-05
cnn_emb_831,cnn_emb_831,CNN Embedding,8.017367488799416e-06,1.603473497759883e-05
cnn_emb_1066,cnn_emb_1066,CNN Embedding,7.86799248916637e-06,1.5735984978332737e-05
cnn_emb_143,cnn_emb_143,CNN Embedding,7.589128769881836e-06,1.5178257539763672e-05
cnn_emb_861,cnn_emb_861,CNN Embedding,7.565202987264554e-06,1.5130405974529106e-05
cnn_emb_1440,cnn_emb_1440,CNN Embedding,7.543594754661718e-06,1.5087189509323435e-05
cnn_emb_274,cnn_emb_274,CNN Embedding,7.527238564278296e-06,1.5054477128556593e-05
cnn_emb_66,cnn_emb_66,CNN Embedding,7.48396433969208e-06,1.4967928679384162e-05
cnn_emb_1065,cnn_emb_1065,CNN Embedding,7.474226171386817e-06,1.4948452342773634e-05
cnn_emb_166,cnn_emb_166,CNN Embedding,7.431709519747031e-06,1.486341903949406e-05
cnn_emb_1963,cnn_emb_1963,CNN Embedding,7.219145894760248e-06,1.4438291789520497e-05
